Q96SW2	Q96SW2
Q9HBA0	Q9H1D0
Q9HBA0	Q9XSM3
P9WIP9	P9WIP9
Q9NXK8	Q9NXK8
Q5D1E8	Q5D1E8
Q9LZP9	Q9LZP9
Q9LZP9	A6Q0K5
Q57W55	Q57W55
Q57W55	P50542
Q57W55	Q8IYB4
Q57W55	P35056
P0AAN9	P0AAN9
Q9H832	Q9H832
Q9H832	P33296
Q9H832	P14682
Q9H832	P60605
Q9H832	P60604
Q9H832	P49427
P09466	P09466
Q96PV6	Q96PV6
Q9UBS8	Q9UBS8
P69957	P69957
Q8KC98	Q8KC98
P05109	P05109
P43246	P43246
Q9NXC2	Q9NXC2
Q96AP0	Q96AP0
Q96NC0	Q96NC0
O88508	O88508
O88508	Q9CWR8
P02943	P02943
Q9KA85	Q9KA85
Q9UPY3	Q9UPY3
P20701	P20701
Q9P2J5	Q9P2J5
Q8K4M9	Q8K4M9
Q8K4M9	Q9H1P3
Q8K4M9	Q9LZM1
O31435	O31435
Q9BZD4	Q9BZD4
Q4KMG0	Q4KMG0
Q4KMG0	O35158
Q4KMG0	Q32MD9
Q4KMG0	Q9BWV1
P01282	P01282
Q9FIP9	Q9FIP9
P29728	P29728
P29728	P00973
P29728	P11928
P27692	P27692
Q7M6U3	Q7M6U3
Q3V3N7	Q3V3N7
O75934	O75934
P40169	P40169
Q05084	Q05084
Q8N5K1	Q8N5K1
P07274	P07274
Q9BRX5	Q9BRX5
P89113	P89113
P83436	P83436
O43688	O43688
O43688	O14494
A0A1V1IGJ9	A0A1V1IGJ9
A0A1V1IGJ9	P01857
A0A1V1IGJ9	P61769
Q4J9K8	Q4J9K8
Q9UHE5	Q9UHE5
Q9RPX5	Q9RPX5
Q9RPX5	P17800
Q9RPX5	Q7X251
Q6NYC8	Q6NYC8
P13365	P13365
Q8N196	Q8N196
Q8N196	Q62233
Q8N196	Q62232
Q8N196	Q62231
Q8N196	Q15475
P52907	P52907
P07270	P07270
Q9UJ68	Q9UJ68
Q7KNQ9	Q7KNQ9
Q9Y6G9	Q9Y6G9
Q9Y6G9	G5ECK7
P46060	P46060
P47897	P47897
P42838	P42838
P42838	P53740
P42838	P25656
P42838	Q8VEK0
P42838	Q9NV96
P26651	P26651
P26651	G5EC86
P02765	P02765
P32558	P32558
Q6P1M0	Q6P1M0
Q14738	Q14738
Q14738	Q13362
Q14738	Q15172
Q14738	Q6DFL3
Q14738	Q91V89
Q14738	A9YWT2
Q14738	Q5XH34
Q14738	Q10428
P36639	P36639
Q54714	Q54714
Q54714	Q01952
Q86UW9	Q86UW9
Q86UW9	Q8N9I9
Q9D7R2	Q9D7R2
Q86YD3	Q86YD3
Q15256	Q15256
Q15256	Q62132
Q15256	P35236
Q15256	P54829
Q15256	P54830
Q15256	O01767
Q15256	O61789
Q15256	Q12923
Q15256	P29351
Q15256	Q06124
Q15256	P43378
Q15256	Q16825
Q15256	P18031
Q15256	O13016
Q15256	P17706
Q15256	A1ZAB3
Q15256	Q16849
Q5I0X7	Q5I0X7
Q5I0X7	Q9MUK5
P05155	P05155
O00161	O00161
O00161	P60881
Q9XVI2	Q9XVI2
Q9Y3A4	Q9Y3A4
P36148	P36148
Q8VZS8	Q8VZS8
Q8VZS8	O49686
Q8VZS8	O80992
Q8VZS8	Q9SSM7
Q8VZS8	Q84MC7
P69786	P69786
Q9P253	Q9P253
P40848	P40848
P40848	Q9U299
P40848	Q9H0D6
O35274	O35274
Q02354	Q02354
Q08919	Q08919
Q02908	Q02908
Q9UGY1	Q9UGY1
Q9UGY1	Q04031
Q9UBB9	Q9UBB9
O15118	O15118
Q9NVS9	Q9NVS9
Q9NVS9	P38075
Q9UI08	Q9UI08
Q9UI08	P50552
Q9NTX7	Q9NTX7
P24276	P24276
Q6ZPF4	Q6ZPF4
P59637	P59637
P41958	P41958
Q08280	Q08280
O75164	O75164
Q9P0V3	Q9P0V3
P0A988	P0A988
Q23529	Q23529
P07620	P07620
O96007	O96007
P73314	P73314
P39727	P39727
P39727	Q9Y282
P38987	P38987
P49334	P49334
Q9P7A0	Q9P7A0
P52655	P52655
P0ABH0	P0ABH0
P91870	P91870
P27708	P27708
P04183	P04183
Q9UBX3	Q9UBX3
P15941	P15941
Q13620	Q13620
Q13620	Q94AH6
Q13620	Q13616
Q13620	Q9WTX6
Q13620	Q09760
Q13620	Q9ZVH4
Q13620	Q17391
Q13620	Q13618
Q8N653	Q8N653
P18074	P18074
Q8WV22	Q8WV22
P0AD68	P0AD68
P0CH43	P0CH43
P36104	P36104
Q92624	Q92624
Q5T7P3	Q5T7P3
Q5T7P3	Q5TA82
Q5T7P3	Q5T5B0
Q96BA8	Q96BA8
Q96BA8	O43889
P77774	P77774
P55980	P55980
Q15012	Q15012
Q9NR56	Q9NR56
O14064	O14064
Q6NT76	Q6NT76
P13002	P13002
P13002	Q6ISB3
Q6AWX6	Q6AWX6
Q8WUX9	Q8WUX9
P15379	P15379
Q04377	Q04377
Q9NPE6	Q9NPE6
Q9NPE6	Q9D666
Q9NPE6	Q8BJS4
Q9NPE6	Q9UH99
Q9NPE6	O94901
Q9NR31	Q9NR31
Q9NR31	P20606
Q9NR31	Q969Q4
Q9NR31	P84084
Q9NR31	Q9WUL7
Q9NR31	P36406
Q96HT8	Q96HT8
O14530	O14530
P13338	P13338
P07195	P07195
P07195	P00338
P07195	P49814
Q12888	Q12888
Q12888	P70399
Q86UC2	Q86UC2
P03459	P03459
P03459	P04663
P51534	P51534
P0DMV0	P0DMV0
P0DMV0	Q8NHU0
P00729	P00729
P06465	P06465
Q5SYB0	Q5SYB0
Q5SYB0	Q14CM0
Q9Y5U9	Q9Y5U9
P0DUC9	P0DUC9
P0DUC9	P0DUD0
Q9UMX2	Q9UMX2
P51946	P51946
P51946	P36613
Q9FEW9	Q9FEW9
O76061	O76061
Q96GS4	Q96GS4
Q13671	Q13671
Q9W1H5	Q9W1H5
Q9W1H5	Q8IZD4
Q9W1H5	Q9NPI6
Q9W1H5	Q9SJF3
Q9BRQ3	Q9BRQ3
Q8TAB5	Q8TAB5
Q68DK2	Q68DK2
Q62406	Q62406
Q62406	Q8K4B2
Q62406	O43187
Q62406	Q944A7
Q9NV88	Q9NV88
O13816	O13816
Q99SU7	Q99SU7
Q9Y6I9	Q9Y6I9
P40527	P40527
Q8K3Y6	Q8K3Y6
O00206	O00206
Q47505	Q47505
P37542	P37542
Q7NVC1	Q7NVC1
O95416	O95416
O95416	P35712
O95416	P35711
O95416	P91943
O95416	Q9UJU2
O95416	Q06831
O95416	Q61473
O95416	P48432
O95416	Q10666
P55854	P55854
P55854	P61956
P55854	P63166
P55854	G2XKQ0
P55854	Q5I0H3
P55854	P55852
P55854	Q12306
Q9VEX9	Q9VEX9
Q96M95	Q96M95
Q13098	Q13098
Q13098	P45432
O60566	O60566
Q05871	Q05871
P15822	P15822
O94907	O94907
B8GW31	B8GW31
B8GW31	P37522
P78381	P78381
Q66PJ3	Q66PJ3
Q8WXI2	Q8WXI2
Q5XPJ9	Q5XPJ9
Q5XPJ9	Q5XPK0
P52757	P52757
P52757	P15882
P52757	A7KAX9
P52757	O14559
P52757	A6X8Z5
P52757	Q13017
P52757	Q5T5U3
P52757	O43295
P52757	O75044
P52757	Q96P48
P52757	Q8N264
P52757	Q15311
P52757	P39960
Q9H9L4	Q9H9L4
Q9H9L4	Q9VAF4
Q96Q42	Q96Q42
Q12893	Q12893
P55891	P55891
Q9UBE0	Q9UBE0
Q8IWA6	Q8IWA6
Q01814	Q01814
Q01814	P20020
Q01814	Q9LF79
Q9HCK0	Q9HCK0
Q8IWL3	Q8IWL3
Q8TAF8	Q8TAF8
Q8WWY3	Q8WWY3
B1Q2W9	B1Q2W9
B1Q2W9	Q6XGM8
Q9X2H8	Q9X2H8
Q3KR16	Q3KR16
Q9BZW8	Q9BZW8
O60132	O60132
P57075	P57075
P57075	Q8TF42
Q9Y3B7	Q9Y3B7
Q9UID3	Q9UID3
Q9H400	Q9H400
Q16617	Q16617
Q9UID6	Q9UID6
Q3KNW5	Q3KNW5
Q3KNW5	Q14973
P52286	P52286
P52286	Q9Y709
P52286	Q9FHW7
P52286	Q9C5T5
P52286	P63208
P52286	Q39255
Q99288	Q99288
Q92828	Q92828
Q92828	Q8C0P5
Q92828	O89053
Q92828	P31146
P07954	P07954
Q96EH5	Q96EH5
P76015	P76015
O84064	O84064
P9WGE1	P9WGE1
Q3E784	Q3E784
P03004	P03004
P03004	P05648
P03004	O26057
Q96IZ0	Q96IZ0
Q96IZ0	Q62627
P47083	P47083
P35520	P35520
P35520	Q43725
P35520	Q93244
Q9Y2K1	Q9Y2K1
P38107	P38107
O96011	O96011
Q9VPQ6	Q9VPQ6
P36125	P36125
P36125	Q53HI1
Q08980	Q08980
Q03135	Q03135
Q03135	P51637
Q03135	P56539
P13045	P13045
Q8IYD8	Q8IYD8
Q86US8	Q86US8
I1HB13	I1HB13
O22456	O22456
O22456	Q6EU39
O22456	Q10CQ1
O22456	P48007
O22456	P35632
Q14114	Q14114
Q14114	P98155
Q14114	P01130
Q14114	Q92673
Q14114	Q9JI18
Q14114	Q07954
Q14114	O75096
Q14114	O75197
Q14114	O75581
P06576	P06576
P06576	O07025
P06576	A0A0H3NB84
P38632	P38632
P38632	Q9VNJ0
P38632	O88846
P15514	P15514
Q9Y580	Q9Y580
Q9Y580	P26599
Q9Y580	Q91Z31
Q9Y580	Q9UKA9
Q96LM6	Q96LM6
Q9UGR2	Q9UGR2
P59595	P59595
P10809	P10809
P10809	P0A6F5
P10809	P19882
P10809	Q05972
P10809	P9WPE7
Q9BVV2	Q9BVV2
O25560	O25560
P37268	P37268
P57060	P57060
Q920Q2	Q920Q2
Q15438	Q15438
Q15438	Q9UIA0
Q15438	Q9Y6D5
Q15438	Q42510
Q15438	Q5JU85
Q15438	A4GZ26
Q15438	Q92538
Q8N1L9	Q8N1L9
P30309	P30309
P30309	P30307
Q9BSE2	Q9BSE2
P60329	P60329
P60329	P59991
P60329	P59990
P60329	Q6PEX3
Q6IA69	Q6IA69
Q12163	Q12163
O75386	O75386
Q8WXE9	Q8WXE9
Q9H211	Q9H211
Q9NWV8	Q9NWV8
Q17RB8	Q17RB8
P23561	P23561
P23561	Q9S7U9
P23561	Q66MH7
P23561	Q94A06
P23561	Q62925
P33225	P33225
P33225	P18775
Q92968	Q92968
O95990	O95990
Q9NXX6	Q9NXX6
E9M5R0	E9M5R0
P41236	P41236
Q9Y6C2	Q9Y6C2
P22523	P22523
Q05129	Q05129
Q5U5X0	Q5U5X0
Q13563	Q13563
Q13563	Q9P0L9
P62266	P62266
P38429	P38429
Q9CXW4	Q9CXW4
P43605	P43605
Q9Y6W3	Q9Y6W3
B7UI21	B7UI21
Q9FYL3	Q9FYL3
O60701	O60701
P39769	P39769
P49639	P49639
P49639	P09022
P49639	P09632
P49639	P09087
P49639	P18111
P49639	P50222
P49639	P50221
P49639	Q80Z64
P49639	O95231
P49639	Q9WUI0
Q02805	Q02805
Q02805	P43602
Q12815	Q12815
Q9P2Z0	Q9P2Z0
Q04205	Q04205
Q04205	Q68CZ2
Q9SQI2	Q9SQI2
P53692	P53692
O00255	O00255
P12254	P12254
Q9H1K0	Q9H1K0
P08243	P08243
Q8WV99	Q8WV99
P29144	P29144
Q15075	Q15075
P0CY10	P0CY10
P0CY10	P46601
P0CY10	P40426
P0CY10	P40424
P0CY10	P41778
P0CY10	Q9BYU1
P0CY10	P40427
P0CY10	A8MTQ0
Q8TED1	Q8TED1
Q6P1W5	Q6P1W5
P35225	P35225
Q8WYR4	Q8WYR4
Q569H4	Q569H4
P0A9H3	P0A9H3
Q13114	Q13114
Q13114	Q60803
Q13114	O00463
Q13114	Q13077
Q13114	P39429
Q96AQ1	Q96AQ1
O75069	O75069
P09326	P09326
Q9Y5W5	Q9Y5W5
Q9Y5W5	P18168
Q9Y5W5	P78504
Q9Y5W5	P07207
Q9Y5W5	P46531
Q47506	Q47506
P62633	P62633
P62633	P89903
P62633	P03347
P62633	P04591
P62633	Q72497
Q9EQZ6	Q9EQZ6
P0A8T7	P0A8T7
P0A8T7	P37871
P00842	P00842
P00842	P05496
Q9BTD8	Q9BTD8
Q9P7N4	Q9P7N4
Q7Z3B3	Q7Z3B3
P05845	P05845
O15553	O15553
O15553	P14373
O15553	Q9C035
O15553	Q9Y577
Q8I3V5	Q8I3V5
O95429	O95429
Q7L4P6	Q7L4P6
Q9NY27	Q9NY27
P15303	P15303
P15303	Q15437
P15303	Q01405
P15303	Q15436
P29539	P29539
Q8NB16	Q8NB16
Q8NB16	Q9Z2R9
Q8NB16	Q5VST9
Q8NB16	P15442
Q02767	Q02767
Q02767	Q9UK41
Q9NU23	Q9NU23
O00559	O00559
Q99PZ6	Q99PZ6
B8LIX8	B8LIX8
B8LIX8	Q9Y547
Q07889	Q07889
Q07889	Q07890
Q12674	Q12674
Q924T7	Q924T7
Q60698	Q60698
Q60698	P12757
O22265	O22265
P40531	P40531
Q96PM5	Q96PM5
P36088	P36088
Q9P0N9	Q9P0N9
Q5S2C3	Q5S2C3
Q8IYW5	Q8IYW5
Q12849	Q12849
Q12849	P52597
O60861	O60861
Q9Y242	Q9Y242
P64467	P64467
Q96GA7	Q96GA7
Q9CQP2	Q9CQP2
Q9H7E2	Q9H7E2
P36662	P36662
Q9ZVD0	Q9ZVD0
Q6LA42	Q6LA42
Q9Y248	Q9Y248
Q9VJ83	Q9VJ83
Q9UBL3	Q9UBL3
G3C9P1	G3C9P1
P40969	P40969
Q8IUR0	Q8IUR0
Q6UWX4	Q6UWX4
Q6UWX4	Q96QV1
Q9BZR8	Q9BZR8
Q12270	Q12270
Q3SY00	Q3SY00
O43752	O43752
O43752	O60499
Q9Y2D8	Q9Y2D8
Q96MN5	Q96MN5
Q8TF63	Q8TF63
Q86WV7	Q86WV7
Q92847	Q92847
Q99ZW1	Q99ZW1
Q92974	Q92974
Q92974	Q60875
B3GBX7	B3GBX7
Q9NZ81	Q9NZ81
Q9BQ70	Q9BQ70
P16083	P16083
Q95RR8	Q95RR8
Q95RR8	Q7SDP4
O95859	O95859
O95859	O14817
Q9BQB6	Q9BQB6
P0ADS2	P0ADS2
Q9UHB7	Q9UHB7
Q8R2X8	Q8R2X8
Q8R2X8	Q9H2G9
Q9UBR2	Q9UBR2
Q9R002	Q9R002
Q9R002	O14862
Q53W63	Q53W63
Q8W207	Q8W207
Q01560	Q01560
Q6ZPF3	Q6ZPF3
Q6ZPF3	Q60610
Q6ZPF3	Q13009
P38996	P38996
P41227	P41227
Q9DB43	Q9DB43
O95863	O95863
O95863	P52739
O95863	O14901
O95863	Q13118
O95863	Q9UIH9
O95863	Q60793
O95863	Q9BQA5
Q14213	Q14213
Q9H6L5	Q9H6L5
Q9H6L5	Q86VR2
Q14534	Q14534
Q92567	Q92567
Q8ZLZ4	Q8ZLZ4
Q96EY4	Q96EY4
Q8N5G2	Q8N5G2
Q9DBB1	Q9DBB1
Q9DBB1	P28562
Q9DBB1	Q02256
Q9DBB1	Q9UNI6
P22674	P22674
Q9N4U5	Q9N4U5
P85299	P85299
Q96CN5	Q96CN5
Q9NWW5	Q9NWW5
O60337	O60337
P29340	P29340
Q9HCH5	Q9HCH5
Q9HCH5	Q9R0Q1
Q9HCH5	Q96C24
Q9HCH5	Q8TDW5
Q9BWG6	Q9BWG6
P56282	P56282
Q10953	Q10953
Q9R1S0	Q9R1S0
Q92485	Q92485
P04141	P04141
P36023	P36023
P09191	P09191
Q9HCG8	Q9HCG8
Q96IZ2	Q96IZ2
Q9I580	Q9I580
P40729	P40729
P34252	P34252
O42709	O42709
P06400	P06400
P06400	P13405
P06400	P33568
Q15465	Q15465
Q15465	Q62226
Q15465	P97812
O96006	O96006
P60568	P60568
Q8N9I5	Q8N9I5
Q08722	Q08722
Q9H8H0	Q9H8H0
P41002	P41002
Q96AJ1	Q96AJ1
P40742	P40742
Q6NYC1	Q6NYC1
O15455	O15455
Q969X6	Q969X6
Q9BWM7	Q9BWM7
Q5NBX1	Q5NBX1
Q8WUE5	Q8WUE5
Q9ULZ3	Q9ULZ3
P10408	P10408
P20585	P20585
Q99NF2	Q99NF2
Q86YN6	Q86YN6
Q86YN6	Q9UBK2
P26371	P26371
P26371	Q6L8G9
P35197	P35197
P35197	P52594
Q96LR2	Q96LR2
Q9H8W4	Q9H8W4
Q9H8W4	O14964
Q9H8W4	Q9Y2I7
P14672	P14672
P14672	P11166
P14672	Q9JIF3
P38398	P38398
Q96F81	Q96F81
Q8U151	Q8U151
Q9H1C4	Q9H1C4
P53622	P53622
Q923E4	Q923E4
Q923E4	P06700
Q923E4	Q9NTG7
Q923E4	Q8IXJ6
O43524	O43524
O43524	Q9WVH4
O95905	O95905
O95905	Q9LSM5
P11686	P11686
P25651	P25651
Q8WUN7	Q8WUN7
Q13888	Q13888
P34709	P34709
Q13485	Q13485
Q13485	P97471
Q13485	Q91912
Q13485	P84022
Q13485	Q15797
Q13485	O15198
Q9UNN5	Q9UNN5
P53805	P53805
P53805	Q9JHG6
Q9JJV2	Q9JJV2
Q9H9P2	Q9H9P2
P07275	P07275
P42846	P42846
P25586	P25586
Q6XZF7	Q6XZF7
O25828	O25828
Q9BWN1	Q9BWN1
Q9C593	Q9C593
P38212	P38212
O94687	O94687
Q9BZE7	Q9BZE7
Q94AX2	Q94AX2
Q9BVS5	Q9BVS5
Q96GF1	Q96GF1
Q96GF1	Q99942
P61925	P61925
Q8NDX2	Q8NDX2
Q8NDX2	Q9P2U7
Q8IWP9	Q8IWP9
P78330	P78330
P34371	P34371
A0A0H2X6P1	A0A0H2X6P1
P15692	P15692
P35220	P35220
P35220	Q9UI47
P16562	P16562
P19157	P19157
Q14BN4	Q14BN4
P41250	P41250
P41250	Q9CZD3
Q14152	Q14152
P02293	P02293
P02293	P62807
P02293	O60814
P02293	P02281
Q9H9Y2	Q9H9Y2
P13942	P13942
P13942	P02459
P13942	P02452
P13942	P02454
P13942	P08121
Q06494	Q06494
Q9NZQ3	Q9NZQ3
P06789	P06789
O94941	O94941
P53104	P53104
P53104	Q8MQJ7
P53104	A2A121
P53104	O43602
P53104	Q63450
P53104	Q8TD19
P53104	O95714
P53104	P32562
P53104	P50528
P53104	P52304
P53104	P34331
P53104	Q64702
P53104	O97143
P53104	Q9NYY3
P53104	Q4KMI8
P53104	Q9H4B4
P53104	P53350
P53104	P70032
P53104	Q8NG66
P53104	Q8SA64
P53104	Q99558
P37562	P37562
P10037	P10037
P10037	P14859
Q0WNJ6	Q0WNJ6
Q0WNJ6	P49951
Q0WNJ6	Q00610
Q0WNJ6	P11442
Q0WNJ6	P22137
O43143	O43143
O43143	Q7L7V1
O62479	O62479
P27434	P27434
O60294	O60294
Q47898	Q47898
Q9BSB4	Q9BSB4
Q28820	Q28820
Q28820	E9Q9K5
P02919	P02919
Q96BK5	Q96BK5
Q91V88	Q91V88
Q91V88	P35555
Q91V88	Q9XWD6
Q91V88	Q9W0A0
Q9NPL8	Q9NPL8
O95793	O95793
Q7NP59	Q7NP59
Q8TBK6	Q8TBK6
A0A3Q0L222	A0A3Q0L222
Q9BKS1	Q9BKS1
Q9BKS1	Q15369
P11413	P11413
Q6NW40	Q6NW40
Q6NW40	Q6ZVN8
O43543	O43543
Q06696	Q06696
P92973	P92973
Q01974	Q01974
Q01974	Q5TCX8
Q01974	Q16584
Q01974	Q16288
Q01974	P04629
Q01974	Q06187
Q01974	Q16832
G0SCB6	G0SCB6
G0SCB6	O60216
P07498	P07498
Q9UBK9	Q9UBK9
Q96NE9	Q96NE9
P34217	P34217
P46938	P46938
P46938	P46936
P46938	Q45VV3
P46938	Q9GZV5
P46938	Q9EPK5
Q8NA82	Q8NA82
P0DPB3	P0DPB3
Q9H3S4	Q9H3S4
P57081	P57081
Q17551	Q17551
Q96K30	Q96K30
P06753	P06753
P06753	P58772
P06753	P09493
P06753	P04692
Q13951	Q13951
Q8TF40	Q8TF40
P18089	P18089
P18089	P49286
P18089	P48039
P37963	P37963
Q9FUD3	Q9FUD3
Q9FUD3	O22763
Q12967	Q12967
Q8U1N9	Q8U1N9
Q8U1N9	Q58719
P79522	P79522
P79522	Q80W00
O94992	O94992
Q9HAN9	Q9HAN9
Q14D33	Q14D33
Q6PKX4	Q6PKX4
Q13190	Q13190
Q9Y6H3	Q9Y6H3
Q9Y6H3	P53722
Q12702	Q12702
Q12702	P63151
Q8NAA4	Q8NAA4
Q8NAA4	Q676U5
P0ABL8	P0ABL8
P06132	P06132
G5EBV0	G5EBV0
G5EBV0	Q9GZT9
P0ABM1	P0ABM1
P22748	P22748
P22748	P48283
P22748	P35219
P22748	P00915
Q9Y5S9	Q9Y5S9
Q96HH9	Q96HH9
Q8IYR0	Q8IYR0
P14866	P14866
P14866	Q8WVV9
Q01831	Q01831
P17948	P17948
P17948	P11362
P17948	P21802
P17948	P41240
P17948	P22607
P17948	P10721
P17948	P36888
Q96HA8	Q96HA8
D3YUJ3	D3YUJ3
D3YUJ3	Q8ND76
Q8IW40	Q8IW40
P40458	P40458
P21147	P21147
P00736	P00736
P00736	P09871
P00736	P00742
P00736	P08709
O95573	O95573
Q7L523	Q7L523
Q7L523	Q00582
Q7L523	Q9BZG1
Q7L523	Q9R0M6
Q7L523	P51151
Q7L523	P24408
Q7L523	P32939
Q7L523	O76742
Q7L523	P51149
Q7L523	Q9ULW5
Q7L523	Q8BHD0
Q7L523	Q96DA2
Q7L523	Q8BHC1
Q7L523	Q14964
Q7L523	Q9U2C3
Q7L523	P63011
Q7L523	P63012
Q7L523	P35279
Q7L523	P61294
Q7L523	P20340
Q7L523	Q9NRW1
Q7L523	P07560
Q7L523	P20338
Q7L523	P51146
Q7L523	Q8WUD1
Q7L523	P61106
Q7L523	P61019
Q7L523	P61107
Q7L523	P38555
Q7L523	Q15907
Q7L523	P62492
Q7L523	P51996
Q7L523	P61007
Q7L523	Q9H0U4
Q7L523	P62820
Q7L523	Q6NYB7
Q7L523	P61026
Q7L523	P61006
Q7L523	Q9UL26
Q7L523	Q8QZZ8
Q7L523	Q63481
Q7L523	O14966
Q7L0Q8	Q7L0Q8
Q7L0Q8	Q05062
Q7L0Q8	Q01112
Q7L0Q8	P60953
Q7L0Q8	P19073
Q7L0Q8	P34144
Q7L0Q8	P60766
Q7L0Q8	Q9H4E5
Q7L0Q8	P34148
Q7L0Q8	P17081
Q7L0Q8	O82481
Q7L0Q8	Q9XGU0
Q7L0Q8	Q38903
Q7L0Q8	Q38937
Q7L0Q8	Q38919
Q7L0Q8	Q38912
Q7L0Q8	P63000
Q7L0Q8	P60763
Q7L0Q8	P63001
Q7L0Q8	Q9BW83
Q7L0Q8	P61587
Q7L0Q8	Q92730
Q7L0Q8	P52198
Q7L0Q8	P61588
Q7L0Q8	P06780
Q7L0Q8	P61586
Q7L0Q8	P08134
Q7L0Q8	O00212
P54205	P54205
Q7PLK0	Q7PLK0
Q7PLK0	Q96J94
Q7PLK0	Q9VKM1
P0C7U7	P0C7U7
Q9HB75	Q9HB75
O96015	O96015
O96015	Q02647
O96015	Q96FJ2
Q969S3	Q969S3
Q61645	Q61645
P04386	P04386
Q04929	Q04929
Q04929	P46108
Q04929	P46109
Q04929	Q9NHC3
Q15041	Q15041
O14879	O14879
O14879	P09914
O14879	P09913
O34000	O34000
Q86YC2	Q86YC2
Q9NZI2	Q9NZI2
Q9NWL6	Q9NWL6
Q15596	Q15596
Q15596	Q61026
Q15596	Q9Y6Q9
Q15596	Q15788
Q53EZ4	Q53EZ4
Q53EZ4	Q8BT07
P79005	P79005
P9WHW5	P9WHW5
P9WHW5	Q8DGS1
O95727	O95727
P54582	P54582
P79063	P79063
Q9NP97	Q9NP97
Q9H4E7	Q9H4E7
Q9H4E7	Q8C2K1
O89168	O89168
O89168	Q99IB8
O89168	P27958
O89168	Q9WMX2
O89168	Q913V3
Q700C7	Q700C7
P00491	P00491
Q9NNZ3	Q9NNZ3
Q92621	Q92621
P32419	P32419
P37107	P37107
P37107	P0AGD7
Q7JXA8	Q7JXA8
P19634	P19634
Q9Y223	Q9Y223
Q64163	Q64163
Q7DB77	Q7DB77
Q7DB77	B7UM99
P40357	P40357
P9WIS5	P9WIS5
Q9NQC3	Q9NQC3
Q15102	Q15102
Q9KN42	Q9KN42
O14645	O14645
Q2TAL8	Q2TAL8
Q9NP31	Q9NP31
Q9BQ15	Q9BQ15
Q775D7	Q775D7
O14459	O14459
